SI,ProductSale,PurchasePrice,Profit,date,weekday,weekend,Category,demand
2233,66.7,6.2,-4.9593171,14-01-2018,0,1,2,446
2234,66.7,6.2,-4.9593171,14-01-2018,0,1,3,443
2235,13.3,6.8,1.0164842,15-01-2018,1,0,1,413
2236,13.3,6.8,1.0164842,15-01-2018,1,0,2,446
2237,13.3,6.8,1.0164842,15-01-2018,1,0,3,443
2238,28.1,9.3,3.3889048,16-01-2018,1,0,1,413
2239,28.1,9.3,3.3889048,16-01-2018,1,0,2,446
2240,28.1,9.3,3.3889048,16-01-2018,1,0,3,443
2241,29.4,9.1,-1.2235959,17-01-2018,1,0,1,413
2242,29.4,9.1,-1.2235959,17-01-2018,1,0,2,446
2243,29.4,9.1,-1.2235959,17-01-2018,1,0,3,443
2244,65.3,8.7,5.6873821,18-01-2018,1,0,1,413
2245,65.3,8.7,5.6873821,18-01-2018,1,0,2,446
2246,65.3,8.7,5.6873821,18-01-2018,1,0,3,443
2247,59.2,7.1,-3.9113161,19-01-2018,1,0,1,413
2248,59.2,7.1,-3.9113161,19-01-2018,1,0,2,446
2249,59.2,7.1,-3.9113161,19-01-2018,1,0,3,443
2250,30.7,6.5,-4.8880557,20-01-2018,0,1,1,413
2251,30.7,6.5,-4.8880557,20-01-2018,0,1,2,446
2252,30.7,6.5,-4.8880557,20-01-2018,0,1,3,443
2253,18.7,8.1,4.2777093,21-01-2018,0,1,1,413
2254,18.7,8.1,4.2777093,21-01-2018,0,1,2,446
2255,18.7,8.1,4.2777093,21-01-2018,0,1,3,443
2256,54.3,8.0,-2.0962494,22-01-2018,1,0,1,413
2257,54.3,8.0,-2.0962494,22-01-2018,1,0,2,446
2258,54.3,8.0,-2.0962494,22-01-2018,1,0,3,443
2259,39.5,7.4,2.7308791,23-01-2018,1,0,1,413
2260,39.5,7.4,2.7308791,23-01-2018,1,0,2,446
2261,39.5,7.4,2.7308791,23-01-2018,1,0,3,443
2262,60.3,7.3,-2.4804426,24-01-2018,1,0,1,413
2263,60.3,7.3,-2.4804426,24-01-2018,1,0,2,446
2264,60.3,7.3,-2.4804426,24-01-2018,1,0,3,443
2265,21.9,9.3,5.7305983,25-01-2018,1,0,1,413
2266,21.9,9.3,5.7305983,25-01-2018,1,0,2,446
2267,21.9,9.3,5.7305983,25-01-2018,1,0,3,443
2268,69.5,6.5,4.7440396,26-01-2018,1,0,1,413
2269,69.5,6.5,4.7440396,26-01-2018,1,0,2,446
2270,69.5,6.5,4.7440396,26-01-2018,1,0,3,443
2271,45.4,7.4,5.9762519,27-01-2018,0,1,1,413
2272,45.4,7.4,5.9762519,27-01-2018,0,1,2,446
2273,45.4,7.4,5.9762519,27-01-2018,0,1,3,443
2274,23.4,8.6,4.6435263,28-01-2018,0,1,1,413
2275,23.4,8.6,4.6435263,28-01-2018,0,1,2,446
2276,23.4,8.6,4.6435263,28-01-2018,0,1,3,443
2277,15.4,8.0,-3.5297459,29-01-2018,1,0,1,413
2278,15.4,8.0,-3.5297459,29-01-2018,1,0,2,446
2279,15.4,8.0,-3.5297459,29-01-2018,1,0,3,443
2280,24.1,9.7,2.5481625,30-01-2018,1,0,1,413
2281,24.1,9.7,2.5481625,30-01-2018,1,0,2,446
2282,24.1,9.7,2.5481625,30-01-2018,1,0,3,443
2283,66.2,7.1,5.9930228,31-01-2018,1,0,1,413
2284,66.2,7.1,5.9930228,31-01-2018,1,0,2,446
2285,66.2,7.1,5.9930228,31-01-2018,1,0,3,443
2286,2.9,9.6,-2.072722,01-02-2018,1,0,1,397
2287,2.9,9.6,-2.072722,01-02-2018,1,0,2,327
2288,2.9,9.6,-2.072722,01-02-2018,1,0,3,332
2289,8.1,7.5,3.0460537,02-02-2018,1,0,1,397
2290,8.1,7.5,3.0460537,02-02-2018,1,0,2,327
2291,8.1,7.5,3.0460537,02-02-2018,1,0,3,332
2292,17.3,9.8,-0.820537,03-02-2018,0,1,1,397
2293,17.3,9.8,-0.820537,03-02-2018,0,1,2,327
2294,17.3,9.8,-0.820537,03-02-2018,0,1,3,332
2295,14.0,6.0,6.0037029,04-02-2018,0,1,1,397
2296,14.0,6.0,6.0037029,04-02-2018,0,1,2,327
2297,14.0,6.0,6.0037029,04-02-2018,0,1,3,332
2298,47.0,9.4,1.8096429,05-02-2018,1,0,1,397
2299,47.0,9.4,1.8096429,05-02-2018,1,0,2,327
2300,47.0,9.4,1.8096429,05-02-2018,1,0,3,332
2301,25.3,9.0,5.6927441,06-02-2018,1,0,1,397
2302,25.3,9.0,5.6927441,06-02-2018,1,0,2,327
2303,25.3,9.0,5.6927441,06-02-2018,1,0,3,332
2304,46.3,9.6,3.1659659,07-02-2018,1,0,1,397
2305,46.3,9.6,3.1659659,07-02-2018,1,0,2,327
2306,46.3,9.6,3.1659659,07-02-2018,1,0,3,332
2307,14.2,7.1,-3.6669378,08-02-2018,1,0,1,397
2308,14.2,7.1,-3.6669378,08-02-2018,1,0,2,327
2309,14.2,7.1,-3.6669378,08-02-2018,1,0,3,332
2310,28.9,8.2,3.7588684,09-02-2018,1,0,1,397
2311,28.9,8.2,3.7588684,09-02-2018,1,0,2,327
2312,28.9,8.2,3.7588684,09-02-2018,1,0,3,332
2313,69.2,7.6,-1.5220676,10-02-2018,0,1,1,397
2314,69.2,7.6,-1.5220676,10-02-2018,0,1,2,327
2315,69.2,7.6,-1.5220676,10-02-2018,0,1,3,332
2316,7.4,6.4,6.5763968,11-02-2018,0,1,1,397
2317,7.4,6.4,6.5763968,11-02-2018,0,1,2,327
2318,7.4,6.4,6.5763968,11-02-2018,0,1,3,332
2319,0.7,7.5,3.4125207,12-02-2018,1,0,1,397
2320,0.7,7.5,3.4125207,12-02-2018,1,0,2,327
2321,0.7,7.5,3.4125207,12-02-2018,1,0,3,332
2322,1.9,6.6,-1.568831,13-02-2018,1,0,1,397
2323,1.9,6.6,-1.568831,13-02-2018,1,0,2,327
2324,1.9,6.6,-1.568831,13-02-2018,1,0,3,332
2325,41.7,6.0,-2.5710358,14-02-2018,1,0,1,397
2326,41.7,6.0,-2.5710358,14-02-2018,1,0,2,327
2327,41.7,6.0,-2.5710358,14-02-2018,1,0,3,332
2328,31.8,9.7,5.4261028,15-02-2018,1,0,1,397
2329,31.8,9.7,5.4261028,15-02-2018,1,0,2,327
2330,31.8,9.7,5.4261028,15-02-2018,1,0,3,332
2331,55.2,6.1,-3.3268368,16-02-2018,1,0,1,397
2332,55.2,6.1,-3.3268368,16-02-2018,1,0,2,327
2333,55.2,6.1,-3.3268368,16-02-2018,1,0,3,332
2334,46.4,9.1,2.7421021,17-02-2018,0,1,1,397
2335,46.4,9.1,2.7421021,17-02-2018,0,1,2,327
2336,46.4,9.1,2.7421021,17-02-2018,0,1,3,332
2337,63.5,7.2,4.739227,18-02-2018,0,1,1,397
2338,63.5,7.2,4.739227,18-02-2018,0,1,2,327
2339,63.5,7.2,4.739227,18-02-2018,0,1,3,332
2340,37.7,8.2,-0.3424434,19-02-2018,1,0,1,397
2341,37.7,8.2,-0.3424434,19-02-2018,1,0,2,327
2342,37.7,8.2,-0.3424434,19-02-2018,1,0,3,332
2343,1.6,6.1,6.4752335,20-02-2018,1,0,1,397
2344,1.6,6.1,6.4752335,20-02-2018,1,0,2,327
2345,1.6,6.1,6.4752335,20-02-2018,1,0,3,332
2346,16.5,7.5,-0.305789,21-02-2018,1,0,1,397
2347,16.5,7.5,-0.305789,21-02-2018,1,0,2,327
2348,16.5,7.5,-0.305789,21-02-2018,1,0,3,332
2349,58.6,9.7,4.8965393,22-02-2018,1,0,1,397
2350,58.6,9.7,4.8965393,22-02-2018,1,0,2,327
2351,58.6,9.7,4.8965393,22-02-2018,1,0,3,332
2352,60.9,8.1,0.785448,23-02-2018,1,0,1,397
2353,60.9,8.1,0.785448,23-02-2018,1,0,2,327
2354,60.9,8.1,0.785448,23-02-2018,1,0,3,332
2355,25.7,6.3,-3.7016113,24-02-2018,0,1,1,397
2356,25.7,6.3,-3.7016113,24-02-2018,0,1,2,327
2357,25.7,6.3,-3.7016113,24-02-2018,0,1,3,332
2358,56.4,9.1,-1.748416,25-02-2018,0,1,1,397
2359,56.4,9.1,-1.748416,25-02-2018,0,1,2,327
2360,56.4,9.1,-1.748416,25-02-2018,0,1,3,332
2361,19.6,8.6,-1.0921198,26-02-2018,1,0,1,397
2362,19.6,8.6,-1.0921198,26-02-2018,1,0,2,327
2363,19.6,8.6,-1.0921198,26-02-2018,1,0,3,332
2364,1.3,8.0,-0.5449951,27-02-2018,1,0,1,397
2365,1.3,8.0,-0.5449951,27-02-2018,1,0,2,327
2366,1.3,8.0,-0.5449951,27-02-2018,1,0,3,332
2367,18.9,8.4,-4.9650529,28-02-2018,1,0,1,397
2368,18.9,8.4,-4.9650529,28-02-2018,1,0,2,327
2369,18.9,8.4,-4.9650529,28-02-2018,1,0,3,332
2370,65.1,9.7,-1.7930096,01-03-2018,1,0,1,437
2371,65.1,9.7,-1.7930096,01-03-2018,1,0,2,434
2372,65.1,9.7,-1.7930096,01-03-2018,1,0,3,418
2373,36.8,8.3,-2.5734361,02-03-2018,1,0,1,437
2374,36.8,8.3,-2.5734361,02-03-2018,1,0,2,434
2375,36.8,8.3,-2.5734361,02-03-2018,1,0,3,418
2376,5.4,6.7,2.4137752,03-03-2018,0,1,1,437
2377,5.4,6.7,2.4137752,03-03-2018,0,1,2,434
2378,5.4,6.7,2.4137752,03-03-2018,0,1,3,418
2379,53.6,7.5,3.3546353,04-03-2018,0,1,1,437
2380,53.6,7.5,3.3546353,04-03-2018,0,1,2,434
2381,53.6,7.5,3.3546353,04-03-2018,0,1,3,418
2382,40.8,6.9,6.3446583,05-03-2018,1,0,1,437
2383,40.8,6.9,6.3446583,05-03-2018,1,0,2,434
2384,40.8,6.9,6.3446583,05-03-2018,1,0,3,418
2385,10.5,9.2,-4.4087741,06-03-2018,1,0,1,437
2386,10.5,9.2,-4.4087741,06-03-2018,1,0,2,434
2387,10.5,9.2,-4.4087741,06-03-2018,1,0,3,418
2388,42.4,6.9,2.5610127,07-03-2018,1,0,1,437
2389,42.4,6.9,2.5610127,07-03-2018,1,0,2,434
2390,42.4,6.9,2.5610127,07-03-2018,1,0,3,418
2391,26.9,8.2,3.8258478,08-03-2018,1,0,1,437
2392,26.9,8.2,3.8258478,08-03-2018,1,0,2,434
2393,26.9,8.2,3.8258478,08-03-2018,1,0,3,418
2394,55.0,8.5,4.0987661,09-03-2018,1,0,1,437
2395,55.0,8.5,4.0987661,09-03-2018,1,0,2,434
2396,55.0,8.5,4.0987661,09-03-2018,1,0,3,418
2397,66.3,8.0,2.6039235,10-03-2018,0,1,1,437
2398,66.3,8.0,2.6039235,10-03-2018,0,1,2,434
2399,66.3,8.0,2.6039235,10-03-2018,0,1,3,418
2400,24.4,9.2,-1.7517847,11-03-2018,0,1,1,437
2401,24.4,9.2,-1.7517847,11-03-2018,0,1,2,434
2402,24.4,9.2,-1.7517847,11-03-2018,0,1,3,418
2403,45.3,6.6,-3.9661986,12-03-2018,1,0,1,437
2404,45.3,6.6,-3.9661986,12-03-2018,1,0,2,434
2405,45.3,6.6,-3.9661986,12-03-2018,1,0,3,418
2406,34.1,6.8,-4.6811333,13-03-2018,1,0,1,437
2407,34.1,6.8,-4.6811333,13-03-2018,1,0,2,434
2408,34.1,6.8,-4.6811333,13-03-2018,1,0,3,418
2409,5.3,9.1,3.3030942,14-03-2018,1,0,1,437
2410,5.3,9.1,3.3030942,14-03-2018,1,0,2,434
2411,5.3,9.1,3.3030942,14-03-2018,1,0,3,418
2412,67.5,9.3,2.293373,15-03-2018,1,0,1,437
2413,67.5,9.3,2.293373,15-03-2018,1,0,2,434
2414,67.5,9.3,2.293373,15-03-2018,1,0,3,418
2415,42.8,9.3,6.8592285,16-03-2018,1,0,1,437
2416,42.8,9.3,6.8592285,16-03-2018,1,0,2,434
2417,42.8,9.3,6.8592285,16-03-2018,1,0,3,418
2418,26.8,7.3,2.366652,17-03-2018,0,1,1,437
2419,26.8,7.3,2.366652,17-03-2018,0,1,2,434
2420,26.8,7.3,2.366652,17-03-2018,0,1,3,418
2421,57.3,6.1,4.205913,18-03-2018,0,1,1,437
2422,57.3,6.1,4.205913,18-03-2018,0,1,2,434
2423,57.3,6.1,4.205913,18-03-2018,0,1,3,418
2424,40.3,8.2,-4.0773475,19-03-2018,1,0,1,437
2425,40.3,8.2,-4.0773475,19-03-2018,1,0,2,434
2426,40.3,8.2,-4.0773475,19-03-2018,1,0,3,418
2427,30.7,7.4,6.3704801,20-03-2018,1,0,1,437
2428,30.7,7.4,6.3704801,20-03-2018,1,0,2,434
2429,30.7,7.4,6.3704801,20-03-2018,1,0,3,418
2430,19.6,8.9,0.2736677,21-03-2018,1,0,1,437
2431,19.6,8.9,0.2736677,21-03-2018,1,0,2,434
2432,19.6,8.9,0.2736677,21-03-2018,1,0,3,418
2433,53.9,6.7,-0.8617906,22-03-2018,1,0,1,437
2434,53.9,6.7,-0.8617906,22-03-2018,1,0,2,434
2435,53.9,6.7,-0.8617906,22-03-2018,1,0,3,418
2436,47.2,7.0,1.7566849,23-03-2018,1,0,1,437
2437,47.2,7.0,1.7566849,23-03-2018,1,0,2,434
2438,47.2,7.0,1.7566849,23-03-2018,1,0,3,418
2439,8.5,6.8,-4.9203774,24-03-2018,0,1,1,437
2440,8.5,6.8,-4.9203774,24-03-2018,0,1,2,434
2441,8.5,6.8,-4.9203774,24-03-2018,0,1,3,418
2442,47.3,8.6,0.0338653,25-03-2018,0,1,1,437
2443,47.3,8.6,0.0338653,25-03-2018,0,1,2,434
2444,47.3,8.6,0.0338653,25-03-2018,0,1,3,418
2445,35.0,7.9,3.4478938,26-03-2018,1,0,1,437
2446,35.0,7.9,3.4478938,26-03-2018,1,0,2,434
2447,35.0,7.9,3.4478938,26-03-2018,1,0,3,418
2448,32.5,7.7,-1.105228,27-03-2018,1,0,1,437
2449,32.5,7.7,-1.105228,27-03-2018,1,0,2,434
2450,32.5,7.7,-1.105228,27-03-2018,1,0,3,418
2451,50.1,7.6,4.9920913,28-03-2018,1,0,1,437
2452,50.1,7.6,4.9920913,28-03-2018,1,0,2,434
2453,50.1,7.6,4.9920913,28-03-2018,1,0,3,418
2454,52.3,9.6,0.1966685,29-03-2018,1,0,1,437
2455,52.3,9.6,0.1966685,29-03-2018,1,0,2,434
2456,52.3,9.6,0.1966685,29-03-2018,1,0,3,418
2457,8.3,8.0,-0.1901913,30-03-2018,1,0,1,437
2458,8.3,8.0,-0.1901913,30-03-2018,1,0,2,434
2459,8.3,8.0,-0.1901913,30-03-2018,1,0,3,418
2460,58.8,7.8,-3.8977457,31-03-2018,0,1,1,437
2461,58.8,7.8,-3.8977457,31-03-2018,0,1,2,434
2462,58.8,7.8,-3.8977457,31-03-2018,0,1,3,418
2463,8.1,9.7,6.5137093,01-04-2018,0,1,1,482
2464,8.1,9.7,6.5137093,01-04-2018,0,1,2,495
2465,8.1,9.7,6.5137093,01-04-2018,0,1,3,483
2466,33.1,9.8,5.0762494,02-04-2018,1,0,1,482
2467,33.1,9.8,5.0762494,02-04-2018,1,0,2,495
2468,33.1,9.8,5.0762494,02-04-2018,1,0,3,483
2469,49.6,9.7,5.1120398,03-04-2018,1,0,1,482
2470,49.6,9.7,5.1120398,03-04-2018,1,0,2,495
2471,49.6,9.7,5.1120398,03-04-2018,1,0,3,483
2472,18.2,6.9,-1.9847573,04-04-2018,1,0,1,482
2473,18.2,6.9,-1.9847573,04-04-2018,1,0,2,495
2474,18.2,6.9,-1.9847573,04-04-2018,1,0,3,483
2475,62.4,7.7,-0.2721663,05-04-2018,1,0,1,482
2476,62.4,7.7,-0.2721663,05-04-2018,1,0,2,495
2477,62.4,7.7,-0.2721663,05-04-2018,1,0,3,483
2478,9.4,8.9,2.537167,06-04-2018,1,0,1,482
2479,9.4,8.9,2.537167,06-04-2018,1,0,2,495
2480,9.4,8.9,2.537167,06-04-2018,1,0,3,483
2481,37.9,9.6,-1.5407977,07-04-2018,0,1,1,482
2482,37.9,9.6,-1.5407977,07-04-2018,0,1,2,495
2483,37.9,9.6,-1.5407977,07-04-2018,0,1,3,483
2484,26.4,7.7,-0.0379241,08-04-2018,0,1,1,482
2485,26.4,7.7,-0.0379241,08-04-2018,0,1,2,495
2486,26.4,7.7,-0.0379241,08-04-2018,0,1,3,483
2487,27.8,6.8,2.1992596,09-04-2018,1,0,1,482
2488,27.8,6.8,2.1992596,09-04-2018,1,0,2,495
2489,27.8,6.8,2.1992596,09-04-2018,1,0,3,483
2490,41.0,7.2,-2.63688,10-04-2018,1,0,1,482
2491,41.0,7.2,-2.63688,10-04-2018,1,0,2,495
2492,41.0,7.2,-2.63688,10-04-2018,1,0,3,483
2493,54.7,8.8,-3.5582697,11-04-2018,1,0,1,482
2494,54.7,8.8,-3.5582697,11-04-2018,1,0,2,495
2495,54.7,8.8,-3.5582697,11-04-2018,1,0,3,483
2496,65.4,6.5,-4.2022776,12-04-2018,1,0,1,482
2497,65.4,6.5,-4.2022776,12-04-2018,1,0,2,495
2498,65.4,6.5,-4.2022776,12-04-2018,1,0,3,483
2499,17.6,9.5,-2.6241654,13-04-2018,1,0,1,482
2500,17.6,9.5,-2.6241654,13-04-2018,1,0,2,495
2501,17.6,9.5,-2.6241654,13-04-2018,1,0,3,483
2502,30.4,9.8,4.6560587,14-04-2018,0,1,1,482
2503,30.4,9.8,4.6560587,14-04-2018,0,1,2,495
2504,30.4,9.8,4.6560587,14-04-2018,0,1,3,483
2505,2.4,6.9,-4.7886344,15-04-2018,0,1,1,482
2506,2.4,6.9,-4.7886344,15-04-2018,0,1,2,495
2507,2.4,6.9,-4.7886344,15-04-2018,0,1,3,483
2508,5.1,7.9,5.8367352,16-04-2018,1,0,1,482
2509,5.1,7.9,5.8367352,16-04-2018,1,0,2,495
2510,5.1,7.9,5.8367352,16-04-2018,1,0,3,483
2511,54.5,8.4,6.5727333,17-04-2018,1,0,1,482
2512,54.5,8.4,6.5727333,17-04-2018,1,0,2,495
2513,54.5,8.4,6.5727333,17-04-2018,1,0,3,483
2514,4.7,9.5,1.134456,18-04-2018,1,0,1,482
2515,4.7,9.5,1.134456,18-04-2018,1,0,2,495
2516,4.7,9.5,1.134456,18-04-2018,1,0,3,483
2517,65.9,7.5,-4.3576872,19-04-2018,1,0,1,482
2518,65.9,7.5,-4.3576872,19-04-2018,1,0,2,495
2519,65.9,7.5,-4.3576872,19-04-2018,1,0,3,483
2520,15.3,7.4,-1.9588669,20-04-2018,1,0,1,482
2521,15.3,7.4,-1.9588669,20-04-2018,1,0,2,495
2522,15.3,7.4,-1.9588669,20-04-2018,1,0,3,483
2523,26.7,6.5,-2.7173558,21-04-2018,0,1,1,482
2524,26.7,6.5,-2.7173558,21-04-2018,0,1,2,495
2525,26.7,6.5,-2.7173558,21-04-2018,0,1,3,483
2526,64.9,7.3,3.8237346,22-04-2018,0,1,1,482
2527,64.9,7.3,3.8237346,22-04-2018,0,1,2,495
2528,64.9,7.3,3.8237346,22-04-2018,0,1,3,483
2529,33.8,6.2,4.6016184,23-04-2018,1,0,1,482
2530,33.8,6.2,4.6016184,23-04-2018,1,0,2,495
2531,33.8,6.2,4.6016184,23-04-2018,1,0,3,483
2532,0.8,7.3,-2.5268454,24-04-2018,1,0,1,482
2533,0.8,7.3,-2.5268454,24-04-2018,1,0,2,495
2534,0.8,7.3,-2.5268454,24-04-2018,1,0,3,483
2535,64.3,7.8,5.6163734,25-04-2018,1,0,1,482
2536,64.3,7.8,5.6163734,25-04-2018,1,0,2,495
2537,64.3,7.8,5.6163734,25-04-2018,1,0,3,483
2538,52.0,8.3,-3.2767875,26-04-2018,1,0,1,482
2539,52.0,8.3,-3.2767875,26-04-2018,1,0,2,495
2540,52.0,8.3,-3.2767875,26-04-2018,1,0,3,483
2541,25.2,8.4,-1.1831696,27-04-2018,1,0,1,482
2542,25.2,8.4,-1.1831696,27-04-2018,1,0,2,495
2543,25.2,8.4,-1.1831696,27-04-2018,1,0,3,483
2544,23.6,6.1,-1.3378363,28-04-2018,0,1,1,482
2545,23.6,6.1,-1.3378363,28-04-2018,0,1,2,495
2546,23.6,6.1,-1.3378363,28-04-2018,0,1,3,483
2547,40.9,8.5,3.1715055,29-04-2018,0,1,1,482
2548,40.9,8.5,3.1715055,29-04-2018,0,1,2,495
2549,40.9,8.5,3.1715055,29-04-2018,0,1,3,483
2550,68.0,7.1,-3.2888834,30-04-2018,1,0,1,482
2551,68.0,7.1,-3.2888834,30-04-2018,1,0,2,495
2552,68.0,7.1,-3.2888834,30-04-2018,1,0,3,483
2553,69.1,9.7,4.859787,01-05-2018,1,0,1,420
2554,69.1,9.7,4.859787,01-05-2018,1,0,2,428
2555,69.1,9.7,4.859787,01-05-2018,1,0,3,565
2556,15.5,9.5,4.6627235,02-05-2018,1,0,1,420
2557,15.5,9.5,4.6627235,02-05-2018,1,0,2,428
2558,15.5,9.5,4.6627235,02-05-2018,1,0,3,565
2559,67.6,8.9,-3.3536391,03-05-2018,1,0,1,420
2560,67.6,8.9,-3.3536391,03-05-2018,1,0,2,428
2561,67.6,8.9,-3.3536391,03-05-2018,1,0,3,565
2562,4.0,9.3,0.8371788,04-05-2018,1,0,1,420
2563,4.0,9.3,0.8371788,04-05-2018,1,0,2,428
2564,4.0,9.3,0.8371788,04-05-2018,1,0,3,565
2565,38.9,6.1,0.5597205,05-05-2018,0,1,1,420
2566,38.9,6.1,0.5597205,05-05-2018,0,1,2,428
2567,38.9,6.1,0.5597205,05-05-2018,0,1,3,565
2568,66.4,9.2,-0.5803703,06-05-2018,0,1,1,420
2569,66.4,9.2,-0.5803703,06-05-2018,0,1,2,428
2570,66.4,9.2,-0.5803703,06-05-2018,0,1,3,565
2571,69.9,6.3,-2.7435859,07-05-2018,1,0,1,420
2572,69.9,6.3,-2.7435859,07-05-2018,1,0,2,428
2573,69.9,6.3,-2.7435859,07-05-2018,1,0,3,565
2574,59.4,8.6,1.9197044,08-05-2018,1,0,1,420
2575,59.4,8.6,1.9197044,08-05-2018,1,0,2,428
2576,59.4,8.6,1.9197044,08-05-2018,1,0,3,565
2577,32.0,8.9,-1.7101037,09-05-2018,1,0,1,420
2578,32.0,8.9,-1.7101037,09-05-2018,1,0,2,428
2579,32.0,8.9,-1.7101037,09-05-2018,1,0,3,565
2580,58.2,6.5,-2.7747068,10-05-2018,1,0,1,420
2581,58.2,6.5,-2.7747068,10-05-2018,1,0,2,428
2582,58.2,6.5,-2.7747068,10-05-2018,1,0,3,565
2583,9.9,7.3,-3.510387,11-05-2018,1,0,1,420
2584,9.9,7.3,-3.510387,11-05-2018,1,0,2,428
2585,9.9,7.3,-3.510387,11-05-2018,1,0,3,565
2586,9.7,8.1,5.0359084,12-05-2018,0,1,1,420
2587,9.7,8.1,5.0359084,12-05-2018,0,1,2,428
2588,9.7,8.1,5.0359084,12-05-2018,0,1,3,565
2589,18.8,9.4,1.7994713,13-05-2018,0,1,1,420
2590,18.8,9.4,1.7994713,13-05-2018,0,1,2,428
2591,18.8,9.4,1.7994713,13-05-2018,0,1,3,565
2592,7.7,6.6,-4.8459739,14-05-2018,1,0,1,420
2593,7.7,6.6,-4.8459739,14-05-2018,1,0,2,428
2594,7.7,6.6,-4.8459739,14-05-2018,1,0,3,565
2595,29.6,6.1,-1.1458883,15-05-2018,1,0,1,420
2596,29.6,6.1,-1.1458883,15-05-2018,1,0,2,428
2597,29.6,6.1,-1.1458883,15-05-2018,1,0,3,565
2598,21.8,9.1,1.2691686,16-05-2018,1,0,1,420
2599,21.8,9.1,1.2691686,16-05-2018,1,0,2,428
2600,21.8,9.1,1.2691686,16-05-2018,1,0,3,565
2601,12.1,8.0,6.1226236,17-05-2018,1,0,1,420
2602,12.1,8.0,6.1226236,17-05-2018,1,0,2,428
2603,12.1,8.0,6.1226236,17-05-2018,1,0,3,565
2604,53.2,8.5,3.622539,18-05-2018,1,0,1,420
2605,53.2,8.5,3.622539,18-05-2018,1,0,2,428
2606,53.2,8.5,3.622539,18-05-2018,1,0,3,565
2607,10.5,6.3,3.1654973,19-05-2018,0,1,1,420
2608,10.5,6.3,3.1654973,19-05-2018,0,1,2,428
2609,10.5,6.3,3.1654973,19-05-2018,0,1,3,565
2610,41.5,6.1,-4.7174893,20-05-2018,0,1,1,420
2611,41.5,6.1,-4.7174893,20-05-2018,0,1,2,428
2612,41.5,6.1,-4.7174893,20-05-2018,0,1,3,565
2613,0.1,7.0,3.861444,21-05-2018,1,0,1,420
2614,0.1,7.0,3.861444,21-05-2018,1,0,2,428
2615,0.1,7.0,3.861444,21-05-2018,1,0,3,565
2616,29.5,6.4,6.2729705,22-05-2018,1,0,1,420
2617,29.5,6.4,6.2729705,22-05-2018,1,0,2,428
2618,29.5,6.4,6.2729705,22-05-2018,1,0,3,565
2619,47.1,6.4,-4.8719886,23-05-2018,1,0,1,420
2620,47.1,6.4,-4.8719886,23-05-2018,1,0,2,428
2621,47.1,6.4,-4.8719886,23-05-2018,1,0,3,565
2622,41.6,8.5,-4.4261994,24-05-2018,1,0,1,420
2623,41.6,8.5,-4.4261994,24-05-2018,1,0,2,428
2624,41.6,8.5,-4.4261994,24-05-2018,1,0,3,565
2625,27.1,8.5,6.1365639,25-05-2018,1,0,1,420
2626,27.1,8.5,6.1365639,25-05-2018,1,0,2,428
2627,27.1,8.5,6.1365639,25-05-2018,1,0,3,565
2628,14.0,6.3,1.1701157,26-05-2018,0,1,1,420
2629,14.0,6.3,1.1701157,26-05-2018,0,1,2,428
2630,14.0,6.3,1.1701157,26-05-2018,0,1,3,565
2631,30.1,7.8,-1.8625412,27-05-2018,0,1,1,420
2632,30.1,7.8,-1.8625412,27-05-2018,0,1,2,428
2633,30.1,7.8,-1.8625412,27-05-2018,0,1,3,565
2634,44.6,8.2,-3.4081446,28-05-2018,1,0,1,420
2635,44.6,8.2,-3.4081446,28-05-2018,1,0,2,428
2636,44.6,8.2,-3.4081446,28-05-2018,1,0,3,565
2637,15.6,7.3,-4.5363923,29-05-2018,1,0,1,420
2638,15.6,7.3,-4.5363923,29-05-2018,1,0,2,428
2639,15.6,7.3,-4.5363923,29-05-2018,1,0,3,565
2640,5.5,8.4,-3.7104226,30-05-2018,1,0,1,420
2641,5.5,8.4,-3.7104226,30-05-2018,1,0,2,428
2642,5.5,8.4,-3.7104226,30-05-2018,1,0,3,565
2643,11.6,8.1,5.882395,31-05-2018,1,0,1,420
2644,11.6,8.1,5.882395,31-05-2018,1,0,2,428
2645,11.6,8.1,5.882395,31-05-2018,1,0,3,565
2646,3.0,9.0,6.9447373,01-06-2018,1,0,1,343
2647,3.0,9.0,6.9447373,01-06-2018,1,0,2,341
2648,3.0,9.0,6.9447373,01-06-2018,1,0,3,401
2649,25.0,9.7,6.8067041,02-06-2018,0,1,1,343
2650,25.0,9.7,6.8067041,02-06-2018,0,1,2,341
2651,25.0,9.7,6.8067041,02-06-2018,0,1,3,401
2652,65.1,8.9,-4.5545055,03-06-2018,0,1,1,343
2653,65.1,8.9,-4.5545055,03-06-2018,0,1,2,341
2654,65.1,8.9,-4.5545055,03-06-2018,0,1,3,401
2655,61.9,7.5,0.1614486,04-06-2018,1,0,1,343
2656,61.9,7.5,0.1614486,04-06-2018,1,0,2,341
2657,61.9,7.5,0.1614486,04-06-2018,1,0,3,401
2658,16.6,6.7,5.8691231,05-06-2018,1,0,1,343
2659,16.6,6.7,5.8691231,05-06-2018,1,0,2,341
2660,16.6,6.7,5.8691231,05-06-2018,1,0,3,401
2661,13.5,7.5,6.0798114,06-06-2018,1,0,1,343
2662,13.5,7.5,6.0798114,06-06-2018,1,0,2,341
2663,13.5,7.5,6.0798114,06-06-2018,1,0,3,401
